Date,AIB.IR,BIRG.IR,IRES.IR,CRH.IR,HRN.IR
2018-05-24,4.2689,5.7299,1.1106,47.2178,0.6339
2018-05-25,4.4089,5.6808,1.1143,46.6087,0.6372
2018-05-28,4.4554,5.7295,1.097,46.5447,0.6367
2018-05-29,4.4282,5.9122,1.1025,46.2409,0.6304
2018-05-30,4.4754,5.9924,1.089,45.4391,0.6335
2018-05-31,4.564,5.9888,1.1052,45.228,0.6391
2018-06-01,4.6311,5.9721,1.1412,45.9998,0.6403
2018-06-04,4.6737,5.9383,1.1277,46.4084,0.6533
2018-06-05,4.7627,6.0544,1.1363,46.8752,0.6572
2018-06-06,4.8621,5.9934,1.125,46.9939,0.6649
2018-06-07,4.9818,5.999,1.1414,47.3806,0.6661
2018-06-08,5.04,6.0052,1.1216,46.8222,0.6718
2018-06-11,5.0263,5.957,1.1292,46.6179,0.6651
2018-06-12,5.0405,5.8243,1.1157,46.7681,0.6614
2018-06-13,5.149,5.8563,1.1127,46.9791,0.6644
2018-06-14,5.076,5.8516,1.097,47.2215,0.6673
2018-06-15,5.1102,5.9007,1.1097,47.1377,0.6717
2018-06-18,5.076,5.8503,1.097,46.8837,0.681
2018-06-19,5.0798,5.9684,1.1055,49.1368,0.6689
2018-06-20,5.1955,5.8839,1.1004,49.8261,0.6608
2018-06-21,5.2143,6.0501,1.0989,50.1531,0.6628
2018-06-22,5.2198,5.8781,1.1013,49.9922,0.6568
2018-06-25,5.0958,5.9211,1.0898,49.667,0.6848
2018-06-26,5.1641,5.9684,1.0932,49.5846,0.6893
2018-06-27,5.2241,5.8918,1.1165,49.8199,0.6887
2018-06-28,5.4247,5.9339,1.1047,48.4193,0.6844
2018-06-29,5.3966,6.0595,1.1228,47.2858,0.6803
2018-07-02,5.4187,5.8407,1.1463,46.8456,0.6806
2018-07-03,5.4438,5.8899,1.1335,47.0071,0.6817
2018-07-04,5.5966,5.6506,1.1108,46.852,0.6778
2018-07-05,5.5885,5.5623,1.1156,47.9139,0.6756
2018-07-06,5.6173,5.7118,1.1074,46.8553,0.6871
2018-07-09,5.6789,5.6585,1.1362,46.3379,0.6992
2018-07-10,5.699,5.5509,1.1369,47.4175,0.7015
2018-07-11,5.6554,5.534,1.1245,47.5266,0.6897
2018-07-12,5.6761,5.7225,1.1068,48.1775,0.6945
2018-07-13,5.785,5.552,1.1237,49.6868,0.7082
2018-07-16,5.6816,5.4575,1.115,49.1814,0.7205
2018-07-17,5.6963,5.5924,1.1158,49.1232,0.7272
2018-07-18,5.6273,5.7637,1.1308,48.9365,0.7403
2018-07-19,5.7473,5.755,1.1234,47.5059,0.7409
2018-07-20,5.5942,5.6394,1.1228,47.298,0.7469
2018-07-23,5.5404,5.8341,1.1227,47.9431,0.7405
2018-07-24,5.5786,5.9876,1.1336,48.3501,0.7434
2018-07-25,5.734,6.0554,1.143,48.818,0.7559
2018-07-26,5.7287,5.976,1.1397,48.5564,0.7504
2018-07-27,5.6739,5.9724,1.1409,48.0901,0.7423
2018-07-30,5.8636,5.9579,1.1352,49.0282,0.7433
2018-07-31,5.7152,5.9914,1.1121,48.6752,0.7413
2018-08-01,5.4949,6.1349,1.1163,48.907,0.7474
2018-08-02,5.5389,6.2245,1.1457,49.0433,0.7433
2018-08-03,5.4911,6.1159,1.1319,50.1427,0.7594
2018-08-06,5.3935,6.255,1.1199,50.895,0.7472
2018-08-07,5.4622,6.2883,1.1066,49.9145,0.7591
2018-08-08,5.487,6.3603,1.1179,49.0342,0.7519
2018-08-09,5.4337,6.5144,1.125,49.479,0.7349
2018-08-10,5.3123,6.3971,1.1227,49.4465,0.7372
2018-08-13,5.3953,6.3946,1.1086,49.122,0.735
2018-08-14,5.4585,6.3402,1.1102,49.8918,0.7248
2018-08-15,5.4502,6.1786,1.0863,50.0491,0.7095
2018-08-16,5.629,6.215,1.0886,50.1046,0.7095
2018-08-17,5.5241,6.4718,1.102,50.7113,0.7183
2018-08-20,5.3768,6.2781,1.083,50.4398,0.7237
2018-08-21,5.3125,6.276,1.0602,51.6519,0.7243
2018-08-22,5.3095,6.3431,1.0836,51.0529,0.7288
2018-08-23,5.3335,6.3571,1.0746,51.5762,0.7286
2018-08-24,5.3121,6.3466,1.0916,52.7106,0.7156
2018-08-27,5.3463,6.2128,1.0895,51.6297,0.7028
2018-08-28,5.2296,6.2378,1.0872,51.3781,0.7011
2018-08-29,5.364,6.1617,1.094,52.2817,0.6998
2018-08-30,5.3575,5.9419,1.0808,53.213,0.7074
2018-08-31,5.4644,6.0593,1.0829,53.0919,0.7142
2018-09-03,5.4987,6.1556,1.0774,52.5191,0.7197
2018-09-04,5.5443,6.1621,1.0578,53.2948,0.7173
2018-09-05,5.6014,6.1864,1.0629,54.2653,0.7049
2018-09-06,5.6469,6.2965,1.0592,53.327,0.7086
2018-09-07,5.7123,6.3209,1.0571,52.3733,0.7134
2018-09-10,5.8476,6.4157,1.0395,52.5683,0.692
2018-09-11,5.8692,6.3857,1.0626,53.0852,0.6848
2018-09-12,5.944,6.5242,1.0757,52.862,0.6789
2018-09-13,5.936,6.5598,1.0903,53.4217,0.68
2018-09-14,6.0882,6.5819,1.0858,52.8651,0.6732
2018-09-17,6.017,6.4463,1.06,51.1917,0.673
2018-09-18,6.2096,6.4779,1.0888,50.8799,0.6713
2018-09-19,6.2067,6.3909,1.0881,50.9447,0.67
2018-09-20,6.0515,6.3254,1.0769,50.7484,0.664
2018-09-21,6.0666,6.2422,1.0833,49.8756,0.6588
2018-09-24,5.9952,6.1344,1.101,48.5223,0.6499
2018-09-25,6.0855,6.3491,1.1009,48.1606,0.6531
2018-09-26,6.0169,6.4888,1.1205,48.8295,0.6579
2018-09-27,5.971,6.6942,1.1375,49.7724,0.6516
2018-09-28,5.7734,6.5614,1.1207,50.6819,0.6641
2018-10-01,5.7287,6.5704,1.1105,50.0728,0.6616
2018-10-02,5.4852,6.4325,1.1254,49.2153,0.6744
2018-10-03,5.3332,6.3605,1.0832,49.6005,0.669
2018-10-04,5.406,6.2661,1.0812,50.0925,0.652
2018-10-05,5.4823,6.3946,1.0599,50.4114,0.6554
2018-10-08,5.5247,6.3543,1.0531,48.8924,0.6575
2018-10-09,5.4318,6.4668,1.0489,48.2672,0.6579
2018-10-10,5.4285,6.532,1.0438,48.2608,0.6526
2018-10-11,5.4295,6.7798,1.036,48.6316,0.6524
2018-10-12,5.3198,6.6169,1.0204,49.2112,0.6483
2018-10-15,5.4622,6.7546,1.053,49.3342,0.6459
2018-10-16,5.548,6.8828,1.0804,49.5966,0.6528
2018-10-17,5.5277,6.7744,1.0632,49.6759,0.6544
2018-10-18,5.5316,6.8875,1.0867,50.2066,0.6595
2018-10-19,5.5533,6.9268,1.0808,50.4601,0.6577
2018-10-22,5.3546,6.9024,1.0829,50.5262,0.6549
2018-10-23,5.3325,6.8106,1.0822,50.3373,0.6455
2018-10-24,5.2697,6.7317,1.0724,50.4151,0.6426
2018-10-25,5.1778,6.9591,1.0872,50.8005,0.6158
2018-10-26,5.1534,6.9605,1.0893,51.022,0.6113
2018-10-29,5.318,7.0511,1.0823,51.332,0.6107
2018-10-30,5.3794,6.9612,1.0629,52.3903,0.6151
2018-10-31,5.3265,6.8736,1.0499,52.617,0.6131
2018-11-01,5.3815,6.9968,1.0262,52.1174,0.6159
2018-11-02,5.5156,6.8435,1.0265,52.8302,0.599
2018-11-05,5.6069,6.7983,1.0096,51.7557,0.5987
2018-11-06,5.6141,6.8035,1.0061,50.926,0.5861
2018-11-07,5.5514,6.8172,1.0254,51.2007,0.5772
2018-11-08,5.6211,6.7986,1.0426,51.6167,0.5759
2018-11-09,5.6615,6.844,1.0423,50.6615,0.5852
2018-11-12,5.7522,6.923,1.0412,50.3844,0.5881
2018-11-13,5.818,7.0077,1.0685,49.9387,0.5883
2018-11-14,5.9271,6.896,1.0763,49.5871,0.5882
2018-11-15,5.8726,6.8652,1.0716,50.3103,0.583
2018-11-16,6.0104,7.0009,1.0506,50.8636,0.579
2018-11-19,6.0328,7.1049,1.0565,50.8651,0.5822
2018-11-20,6.2551,6.9466,1.0688,50.4614,0.5721
2018-11-21,6.1805,6.9879,1.0596,49.4477,0.5765
2018-11-22,6.3712,6.7629,1.0641,50.5251,0.5737
2018-11-23,6.395,6.7695,1.0589,50.9935,0.5798
2018-11-26,6.323,6.9812,1.0564,50.4648,0.5868
2018-11-27,6.2706,6.8742,1.0201,51.0299,0.5745
2018-11-28,6.2366,6.7816,1.0171,50.9919,0.5704
2018-11-29,6.2848,6.8678,1.031,50.7868,0.5643
2018-11-30,6.3442,6.6957,1.0221,51.137,0.5515
2018-12-03,6.2815,6.6276,1.023,50.58,0.5444
2018-12-04,6.2803,6.6937,1.0124,50.3332,0.5612
2018-12-05,6.5191,6.6255,1.0177,50.4416,0.5656
2018-12-06,6.7193,6.6012,1.0148,50.0767,0.5793
2018-12-07,6.7727,6.6829,1.0017,50.5992,0.5854
2018-12-10,6.7788,6.7304,1.0204,52.0451,0.58
2018-12-11,6.7948,6.7611,1.0337,51.4681,0.5773
2018-12-12,6.8699,6.7249,1.0252,50.1887,0.5817
2018-12-13,6.7476,6.767,1.0324,48.6858,0.5849
2018-12-14,6.7186,6.7547,1.0403,48.5905,0.5807
2018-12-17,6.5225,6.8066,1.0497,48.1187,0.5698
2018-12-18,6.5699,6.7526,1.0252,48.2852,0.5934
2018-12-19,6.6465,6.7337,1.0397,48.3974,0.5925
2018-12-20,6.5914,6.6259,1.0316,47.2396,0.5901
2018-12-21,6.776,6.6234,1.0267,45.9585,0.591
2018-12-24,6.6311,6.5367,1.0644,46.1787,0.5893
2018-12-25,6.4614,6.4188,1.069,46.2879,0.5902
2018-12-26,6.4885,6.4472,1.0634,46.0046,0.5999
2018-12-27,6.6099,6.471,1.0311,44.8666,0.599
2018-12-28,6.8078,6.5552,1.0511,45.2006,0.5903
2018-12-31,6.7543,6.5103,1.0317,46.0841,0.5892
2019-01-01,6.8845,6.5551,1.0175,46.2924,0.5858
2019-01-02,6.8814,6.6155,1.013,45.714,0.5964
2019-01-03,6.8621,6.665,1.0331,45.7593,0.6053
2019-01-04,6.9707,6.5762,1.0443,44.8287,0.6061
2019-01-07,7.0526,6.5936,1.0422,45.56,0.5965
2019-01-08,6.8581,6.6342,1.0468,45.6308,0.5873
2019-01-09,7.0384,6.6363,1.0382,44.4255,0.5875
2019-01-10,7.2114,6.4108,1.0404,44.2377,0.5901
2019-01-11,7.1335,6.429,1.0416,44.5616,0.5873
2019-01-14,7.185,6.6632,1.0558,44.3514,0.5839
2019-01-15,7.2494,6.6252,1.0701,44.1804,0.5796
2019-01-16,7.2844,6.5476,1.0776,43.3766,0.5795
2019-01-17,7.2154,6.5889,1.0724,43.7619,0.5621
2019-01-18,7.1317,6.6239,1.0836,43.3468,0.5544
2019-01-21,7.1302,6.7546,1.0824,41.9473,0.5501
2019-01-22,7.2794,6.6168,1.0663,41.7252,0.5585
2019-01-23,7.3509,6.6974,1.0605,42.3574,0.5529
2019-01-24,7.3046,6.7635,1.0619,42.1231,0.5542
2019-01-25,7.4057,6.7491,1.0755,43.2432,0.5558
2019-01-28,7.0354,6.7878,1.0729,43.5374,0.565
2019-01-29,7.1796,6.9036,1.0551,43.7742,0.574
2019-01-30,6.961,7.0036,1.0561,43.7031,0.5737
2019-01-31,6.9182,6.8739,1.0579,43.6719,0.5703
2019-02-01,6.7832,6.9676,1.0608,43.5118,0.5656
2019-02-04,6.6299,6.9616,1.0745,43.3268,0.564
2019-02-05,6.7673,6.9713,1.0899,43.6883,0.561
2019-02-06,6.713,6.981,1.0811,43.084,0.5649
2019-02-07,6.7557,6.9653,1.072,42.3969,0.568
2019-02-08,6.7517,7.1026,1.0567,41.6904,0.5723
2019-02-11,6.8101,7.0943,1.0671,42.993,0.5814
2019-02-12,6.821,6.9656,1.0887,43.3514,0.5952
2019-02-13,6.6682,6.9221,1.0841,43.5647,0.5962
2019-02-14,6.787,6.9437,1.0807,42.8821,0.6045
2019-02-15,6.7295,7.0849,1.1028,43.2998,0.6019
2019-02-18,6.5463,7.1563,1.1107,43.2372,0.611
2019-02-19,6.4985,7.058,1.1176,43.3909,0.6192
2019-02-20,6.672,7.3467,1.0993,42.7641,0.6271
2019-02-21,6.7737,7.38,1.1099,42.8812,0.628
2019-02-22,6.7336,7.5356,1.0957,42.6201,0.6227
2019-02-25,6.6938,7.5184,1.0787,42.1403,0.6119
2019-02-26,6.6574,7.5856,1.0737,42.6214,0.6116
2019-02-27,6.9028,7.6914,1.0651,41.644,0.6235
2019-02-28,6.951,7.8463,1.062,42.0128,0.6212
2019-03-01,7.0053,7.9838,1.041,42.4609,0.6274
2019-03-04,7.1343,8.0994,1.055,41.9097,0.6341
2019-03-05,7.1661,8.0592,1.0716,41.4033,0.6319
2019-03-06,7.135,7.9854,1.0429,41.2768,0.6425
2019-03-07,7.112,8.0304,1.0572,41.4659,0.619
2019-03-08,7.1047,8.1548,1.0455,41.3833,0.6096
2019-03-11,7.1018,8.1266,1.0581,41.6677,0.6026
2019-03-12,7.1946,8.27,1.0572,42.7915,0.5964
2019-03-13,7.2029,8.4684,1.0578,42.4766,0.599
2019-03-14,7.2977,8.343,1.0553,41.3886,0.6013
2019-03-15,7.289,8.2303,1.0732,41.9186,0.6044
2019-03-18,7.3009,8.213,1.0549,42.9987,0.609
2019-03-19,7.0453,8.256,1.064,43.2677,0.6018
2019-03-20,7.1609,8.1867,1.0804,42.5698,0.5926
2019-03-21,7.2063,8.3697,1.0913,42.5036,0.5956
2019-03-22,7.3349,8.4295,1.1266,41.7984,0.591
2019-03-25,6.9619,8.4366,1.1185,42.2179,0.5793
2019-03-26,7.22,8.2398,1.1335,41.3688,0.5865
2019-03-27,7.204,8.0639,1.1321,41.1942,0.5969
2019-03-28,7.3465,8.1026,1.1516,40.5818,0.6087
2019-03-29,7.2135,7.8212,1.1516,40.6725,0.6102
2019-04-01,7.2932,7.9525,1.1456,40.4601,0.6151
2019-04-02,7.1594,7.9335,1.1666,40.5811,0.6257
2019-04-03,7.0823,8.3564,1.1588,40.6077,0.6208
2019-04-04,7.3231,8.674,1.1363,40.0148,0.6295
2019-04-05,7.3002,8.6499,1.1283,40.4068,0.6318
2019-04-08,7.33,8.6366,1.1382,40.3898,0.6391
2019-04-09,7.4442,8.7791,1.1603,39.799,0.6407
2019-04-10,7.5111,9.0257,1.1623,41.16,0.6512
2019-04-11,7.5328,8.7854,1.1837,41.4696,0.6532
2019-04-12,7.5831,8.5301,1.1616,41.3866,0.641
2019-04-15,7.9063,8.4449,1.1547,42.2853,0.6528
2019-04-16,7.9002,8.5271,1.1502,43.4762,0.6451
2019-04-17,7.9301,8.5982,1.1486,43.3944,0.6554
2019-04-18,8.0789,8.7506,1.1501,43.6361,0.6547
2019-04-19,8.2384,8.5804,1.1613,42.9982,0.6645
2019-04-22,8.4129,8.2566,1.1543,42.9161,0.6741
2019-04-23,8.5096,8.3743,1.1567,42.8006,0.6778
2019-04-24,8.3401,8.2623,1.1562,42.9338,0.6822
2019-04-25,8.5824,7.9908,1.1416,43.1634,0.6859
2019-04-26,8.4109,8.0114,1.1399,43.5424,0.6686
2019-04-29,8.4578,8.1171,1.1378,43.7127,0.6697
2019-04-30,8.3473,8.1024,1.1354,42.9264,0.6603
2019-05-01,8.3398,8.0433,1.1361,42.331,0.6618
2019-05-02,8.3902,8.0239,1.1375,41.9948,0.6524
2019-05-03,8.4397,7.9768,1.1308,41.8289,0.6427
2019-05-06,8.5045,7.8022,1.151,42.5067,0.6558
2019-05-07,8.7486,7.7125,1.1325,41.7728,0.6647
2019-05-08,8.8207,7.7798,1.1214,41.5603,0.6648
2019-05-09,8.7848,7.8224,1.1647,42.1724,0.6664
2019-05-10,8.9363,7.8455,1.1482,41.9945,0.6644
2019-05-13,9.1259,7.7191,1.1268,42.3002,0.6692
2019-05-14,8.9305,7.6977,1.1385,42.2244,0.6636
2019-05-15,9.0267,7.4248,1.1059,42.4017,0.672
2019-05-16,9.1405,7.4479,1.1024,42.2687,0.6699
2019-05-17,9.0947,7.6237,1.1354,42.7084,0.6665
2019-05-20,9.3175,7.4412,1.1113,41.7243,0.6667
2019-05-21,9.2951,7.3712,1.0809,41.5084,0.6619
2019-05-22,9.3179,7.4124,1.0586,41.7077,0.6647
2019-05-23,9.2917,7.566,1.072,42.0575,0.6603
2019-05-24,9.2964,7.512,1.0889,43.0201,0.6642
2019-05-27,9.1189,7.4283,1.0813,42.7794,0.6745
2019-05-28,8.8894,7.1902,1.0917,43.7499,0.6685
2019-05-29,9.1416,7.2038,1.1129,43.3279,0.6674
2019-05-30,9.0072,7.4462,1.1407,44.212,0.6714
2019-05-31,8.8518,7.4815,1.137,44.7724,0.6678
2019-06-03,8.5177,7.4802,1.1009,44.1683,0.6718
2019-06-04,8.4238,7.5212,1.0885,44.3874,0.6765
2019-06-05,8.2292,7.5213,1.0823,44.3671,0.6859
2019-06-06,8.4695,7.4227,1.0785,44.8008,0.6807
2019-06-07,8.6223,7.5242,1.0759,44.6638,0.6727
2019-06-10,8.5197,7.5535,1.0928,44.4705,0.6702
2019-06-11,8.8602,7.5572,1.1122,45.4051,0.6621
2019-06-12,9.0158,7.438,1.1098,45.3517,0.6669
2019-06-13,8.9663,7.5983,1.1268,45.9328,0.6572
2019-06-14,8.5731,7.6825,1.1326,45.7909,0.6766
2019-06-17,8.9216,7.6144,1.1338,46.9592,0.6877
2019-06-18,8.7051,7.7409,1.1482,46.4925,0.6879
2019-06-19,8.4545,7.6793,1.1495,46.0756,0.6955
2019-06-20,8.609,7.5825,1.1825,47.1522,0.6812
2019-06-21,8.9815,7.4897,1.1591,46.85,0.703
2019-06-24,9.2029,7.2739,1.151,47.9989,0.6978
2019-06-25,9.2967,7.3315,1.1492,48.6613,0.6969
2019-06-26,9.3964,7.1131,1.1564,48.563,0.6807
2019-06-27,9.5401,6.9714,1.1769,47.2471,0.6849
2019-06-28,9.6701,6.7358,1.1767,47.2483,0.6754
2019-07-01,9.7203,6.7276,1.1537,47.3359,0.6764
2019-07-02,9.7405,6.7124,1.1673,48.1863,0.6718
2019-07-03,9.7321,6.6778,1.1797,49.3587,0.6628
2019-07-04,9.605,6.5651,1.1482,48.8633,0.6561
2019-07-05,9.5597,6.4404,1.1483,49.4706,0.6581
2019-07-08,9.2765,6.4906,1.1232,50.0588,0.6475
2019-07-09,9.2626,6.4334,1.113,50.8871,0.6415
2019-07-10,9.1033,6.468,1.0992,51.2869,0.6469
2019-07-11,8.9283,6.3755,1.1117,49.797,0.6682
2019-07-12,8.9588,6.3957,1.1137,49.6958,0.6723
2019-07-15,9.1808,6.5334,1.0941,48.8432,0.6646
2019-07-16,9.3317,6.5975,1.1076,48.7091,0.6617
2019-07-17,9.0755,6.5542,1.0857,49.4463,0.662
2019-07-18,8.9192,6.5831,1.0909,49.6901,0.6592
2019-07-19,9.0693,6.5585,1.0787,50.5684,0.6667
2019-07-22,8.9143,6.5606,1.0735,50.8457,0.6686
2019-07-23,8.8811,6.5269,1.0811,49.8638,0.6764
2019-07-24,8.9694,6.5107,1.0891,47.9792,0.6738
2019-07-25,8.8183,6.5346,1.1095,48.1024,0.6851
2019-07-26,8.8368,6.4296,1.1084,47.9621,0.6838
2019-07-29,8.631,6.3239,1.1133,47.2689,0.6755
2019-07-30,8.5415,6.1813,1.1067,46.0686,0.6941
2019-07-31,8.5917,6.0205,1.1096,45.5715,0.6782
2019-08-01,8.3524,5.9017,1.1166,45.452,0.672
2019-08-02,8.4192,5.9183,1.1152,45.924,0.6667
2019-08-05,8.4183,5.8329,1.0875,46.0695,0.6879
2019-08-06,8.5024,5.8831,1.0927,47.2042,0.7036
2019-08-07,8.538,5.8876,1.0984,46.4801,0.717
2019-08-08,8.7454,5.699,1.0882,47.114,0.7141
2019-08-09,8.7668,5.7612,1.069,47.1626,0.736
2019-08-12,8.7025,5.8389,1.0911,47.6729,0.7395
2019-08-13,8.7234,5.745,1.0987,47.3734,0.7487
2019-08-14,8.809,5.7857,1.0953,48.156,0.7504
2019-08-15,8.8187,5.7057,1.0783,48.3862,0.7501
2019-08-16,8.8272,5.7159,1.0662,47.9046,0.7478
2019-08-19,8.72,5.5987,1.0856,47.9111,0.7459
2019-08-20,8.6201,5.4354,1.0878,47.7528,0.7517
2019-08-21,8.4089,5.4024,1.0797,48.1211,0.7553
2019-08-22,8.6704,5.3925,1.0875,47.278,0.7551
2019-08-23,8.4822,5.3584,1.0754,47.2721,0.7695
2019-08-26,8.3806,5.2556,1.0979,47.5696,0.7408
2019-08-27,8.2764,5.2222,1.1187,47.6084,0.7457
2019-08-28,8.409,5.2463,1.1116,48.5931,0.7525
2019-08-29,8.3672,5.2435,1.1021,49.1771,0.7635
2019-08-30,8.5534,5.2602,1.0623,49.1872,0.7629
2019-09-02,8.4538,5.2035,1.0407,49.3639,0.765
2019-09-03,8.4974,5.3044,1.0215,49.6003,0.7746
2019-09-04,8.3742,5.2032,1.0236,49.9184,0.7893
2019-09-05,8.6931,5.2458,1.0191,48.5565,0.7864
2019-09-06,8.5131,5.3484,1.0003,48.3505,0.7891
2019-09-09,8.5616,5.3916,0.9965,47.2808,0.8059
2019-09-10,8.6593,5.3748,1.0037,48.2095,0.7844
2019-09-11,8.7246,5.3293,1.0112,48.1805,0.7777
2019-09-12,8.6982,5.4208,0.9847,48.0549,0.7922
2019-09-13,8.6803,5.2956,0.9831,48.7217,0.8032
2019-09-16,8.6891,5.2125,0.9644,49.0483,0.8085
2019-09-17,8.6686,5.1796,0.9766,48.2269,0.8041
2019-09-18,8.8181,5.2856,0.9874,48.1905,0.7952
2019-09-19,9.164,5.3195,0.9753,47.9616,0.7894
2019-09-20,9.0761,5.2362,0.9651,46.7119,0.8049
2019-09-23,8.8589,5.2107,0.9591,46.2392,0.7986
2019-09-24,8.8473,5.1593,0.9293,46.1256,0.7997
2019-09-25,9.2519,5.1003,0.9337,46.0601,0.7922
2019-09-26,9.123,5.1831,0.9304,45.0425,0.8007
2019-09-27,9.3889,5.0677,0.943,45.8411,0.7954
2019-09-30,9.669,5.2022,0.9288,45.7849,0.7945
2019-10-01,9.5769,5.2738,0.921,45.8254,0.7778
2019-10-02,9.6753,5.3691,0.9019,46.1175,0.762
2019-10-03,9.9555,5.3294,0.8895,45.5827,0.7622
2019-10-04,9.8913,5.3174,0.8751,45.9117,0.7496
2019-10-07,9.8581,5.1937,0.8873,45.6714,0.7695
2019-10-08,9.7593,5.1501,0.8788,45.0669,0.7496
2019-10-09,9.5869,5.1927,0.8805,45.4719,0.7422
2019-10-10,9.4794,5.304,0.876,46.5118,0.7424
2019-10-11,9.2771,5.2089,0.8607,47.0363,0.7391
2019-10-14,9.2848,5.1787,0.8588,47.7075,0.7289
2019-10-15,9.1609,5.1669,0.8661,47.3472,0.7202
2019-10-16,9.2009,5.0498,0.8517,46.2186,0.7113
2019-10-17,8.9506,5.0997,0.8614,47.2745,0.7088
2019-10-18,9.005,5.0403,0.8514,48.7579,0.7263
2019-10-21,9.1395,5.0251,0.8459,49.9107,0.7271
2019-10-22,8.8203,4.9889,0.8522,49.6732,0.738
2019-10-23,8.8806,4.9254,0.8445,48.8218,0.7428
2019-10-24,9.075,4.9258,0.8451,48.0507,0.7534
2019-10-25,8.8835,4.9094,0.8415,46.8428,0.7269
2019-10-28,9.1477,4.8805,0.8432,46.7816,0.7242
2019-10-29,9.2175,4.8232,0.8155,47.9321,0.7362
2019-10-30,9.1051,4.8494,0.7949,47.8447,0.731
2019-10-31,9.0983,4.9817,0.8019,48.0786,0.7473
2019-11-01,9.19,4.9941,0.8135,49.0937,0.7613
2019-11-04,9.2046,5.0766,0.8034,48.8094,0.7569
2019-11-05,9.2942,4.962,0.8008,50.3269,0.7522
2019-11-06,9.1455,4.9758,0.8042,51.8587,0.7427
2019-11-07,9.175,4.8874,0.812,51.7723,0.7369
2019-11-08,8.9484,4.7701,0.7893,51.3367,0.7255
2019-11-11,8.933,4.7133,0.7798,51.8942,0.7296
2019-11-12,8.7927,4.8062,0.7763,51.638,0.7163
2019-11-13,8.6807,4.882,0.784,50.7515,0.7218
2019-11-14,8.872,4.9024,0.8113,51.7506,0.7276
2019-11-15,9.0449,4.7803,0.8088,52.7188,0.7124
2019-11-18,9.1442,4.7659,0.7932,52.8595,0.7264
2019-11-19,8.9702,4.7904,0.7977,51.8671,0.7312
2019-11-20,8.9223,4.8051,0.8125,50.9194,0.7382
2019-11-21,9.1154,4.6609,0.8138,51.0181,0.7313
2019-11-22,9.1403,4.5939,0.8037,50.6487,0.7371
2019-11-25,9.5164,4.59,0.8145,50.4036,0.7476
2019-11-26,9.5847,4.6312,0.8221,51.1984,0.7468
2019-11-27,9.6194,4.4655,0.8106,51.7822,0.7657
2019-11-28,9.5693,4.4546,0.815,52.8775,0.7662
2019-11-29,9.5941,4.4659,0.8264,52.1024,0.7773
2019-12-02,9.5706,4.5289,0.84,51.8486,0.7803
2019-12-03,9.6924,4.5812,0.8394,52.46,0.7861
2019-12-04,9.8583,4.6258,0.8354,52.832,0.7697
2019-12-05,9.7239,4.5662,0.8497,54.0728,0.7734
2019-12-06,9.4979,4.4244,0.8356,54.4337,0.7663
2019-12-09,9.1926,4.3968,0.8408,55.9719,0.7582
2019-12-10,9.2771,4.4698,0.825,56.4466,0.775
2019-12-11,9.0988,4.5727,0.8373,57.371,0.773
2019-12-12,8.7554,4.6268,0.8344,57.1086,0.7633
2019-12-13,8.8175,4.6602,0.8492,57.1391,0.7599
2019-12-16,9.2074,4.6901,0.8551,57.9442,0.7476
2019-12-17,9.2086,4.6483,0.8408,59.3756,0.7612
2019-12-18,9.347,4.6394,0.8575,60.049,0.7546
2019-12-19,9.3627,4.7671,0.8761,59.9926,0.7597
2019-12-20,9.3486,4.6945,0.8869,61.2609,0.7728
2019-12-23,9.5023,4.8196,0.8777,59.2502,0.768
2019-12-24,9.456,4.7951,0.8741,57.995,0.7732
2019-12-25,9.5028,4.9001,0.876,58.611,0.7633
2019-12-26,9.559,4.7882,0.8676,58.6422,0.7869
2019-12-27,9.4486,4.8351,0.8881,59.1976,0.7963
2019-12-30,9.6162,4.7777,0.89,59.274,0.7945
2019-12-31,9.5888,4.6679,0.8568,59.8045,0.7868
2020-01-01,9.4633,4.6856,0.861,59.0871,0.7858
2020-01-02,9.5551,4.7639,0.857,59.6155,0.7825
2020-01-03,9.4059,4.699,0.8562,60.5307,0.8018
2020-01-06,9.4129,4.5845,0.852,61.6669,0.7896
2020-01-07,9.4136,4.5785,0.8617,63.5638,0.791
2020-01-08,9.5961,4.5729,0.8752,63.8185,0.7909
2020-01-09,9.6788,4.6149,0.8787,64.1031,0.7898
2020-01-10,9.6768,4.6876,0.8747,62.6472,0.7888
2020-01-13,9.8187,4.6839,0.8744,62.1638,0.7878
2020-01-14,10.0618,4.8272,0.8748,62.0021,0.7965
2020-01-15,10.1632,4.8459,0.8652,63.0063,0.8028
2020-01-16,10.1674,4.8194,0.8722,62.4443,0.8071
2020-01-17,9.9346,4.6931,0.8779,63.2159,0.7763
2020-01-20,9.7503,4.6738,0.8968,63.2344,0.7794
2020-01-21,9.7002,4.649,0.9126,63.0851,0.7632
2020-01-22,9.5982,4.7231,0.904,63.3425,0.7695
2020-01-23,9.5688,4.7598,0.9145,62.9881,0.7839
2020-01-24,9.5807,4.6688,0.9026,62.5995,0.7748
2020-01-27,9.6724,4.6829,0.9114,61.0059,0.7724
2020-01-28,9.6627,4.7353,0.905,60.7966,0.7666
2020-01-29,9.7479,4.8548,0.8923,60.3747,0.7786
2020-01-30,9.7613,4.9263,0.8959,59.9229,0.7797
2020-01-31,9.4235,4.9887,0.8629,60.3196,0.7967
2020-02-03,9.2697,4.9946,0.8421,60.9394,0.801
